station,datetime,snow.water.eq.inches
20H08,1981-01-22,0
20H08,1981-02-26,3.9
20H08,1981-03-26,3.2
20H08,1981-04-23,0
20H08,1982-01-27,9.9
20H08,1982-02-26,8.8
20H08,1982-03-26,11.4
20H08,1982-04-28,11.1
20H08,1983-01-27,13.1
20H08,1983-02-28,18.8
20H08,1983-03-28,23.6
20H08,1983-04-29,23.9
20H08,1984-01-31,12
20H08,1984-02-27,17
20H08,1984-04-02,13.3
20H08,1984-04-26,10.3
20H08,1985-01-29,9
20H08,1985-02-26,13.8
20H08,1985-03-28,17.4
20H08,1985-04-29,0.8
20H08,1986-01-01,6.6
20H08,1986-02-01,9.8
20H08,1986-03-01,15.5
20H08,1986-04-01,14.7
20H08,1986-05-01,4.4
20H08,1986-06-01,0
20H08,1987-01-01,2.3
20H08,1987-02-02,4.2
20H08,1987-03-03,5.6
20H08,1987-04-01,9.6
20H08,1987-05-03,0
20H08,1988-01-27,6.3
20H08,1988-02-25,7.6
20H08,1988-04-05,0.9
20H08,1988-04-29,0
20H08,1988-06-01,0
20H08,1989-02-01,13
20H08,1989-02-27,14.7
20H08,1989-03-31,14
20H08,1989-04-28,0
20H08,1990-01-30,5
20H08,1990-03-02,6.7
20H08,1990-03-30,7
20H08,1990-04-20,0
20H08,1991-01-31,2.7
20H08,1991-02-28,1.4
20H08,1991-03-29,6.3
20H08,1991-04-26,2.9
20H08,1992-01-30,4.3
20H08,1992-02-28,3.8
20H08,1992-03-27,4.8
20H08,1992-04-30,0
20H08,1992-11-01,0
20H08,1993-01-27,15.7
20H08,1993-02-26,20.8
20H08,1993-03-31,14
20H08,1994-01-27,4.9
20H08,1994-02-24,8.7
20H08,1994-03-28,9.3
20H08,1994-04-28,0.2
20H08,1994-06-01,0
20H08,1995-01-26,15.1
20H08,1995-02-24,15.3
20H08,1995-03-30,20.5
20H08,1995-05-01,18
20H08,1995-06-01,0
20H08,1996-01-26,9.2
20H08,1996-02-29,14.2
20H08,1996-03-28,16
20H08,1996-04-30,6
20H08,1997-01-29,9.9
20H08,1997-02-27,10.7
20H08,1997-04-01,7.6
20H08,1997-04-30,0.6
20H08,1998-01-28,12.8
20H08,1998-02-27,20.4
20H08,1998-03-27,15.5
20H08,1998-04-29,13.4
20H08,1999-01-29,13.6
20H08,1999-02-26,20.1
20H08,1999-03-31,20.4
20H08,1999-04-26,13.5
20H08,2000-01-26,9.6
20H08,2000-02-28,14.4
20H08,2000-03-29,13.4
20H08,2000-04-28,0
20H08,2000-06-01,0
20H08,2001-01-29,6.5
20H08,2001-02-27,8.2
20H08,2001-03-26,5.2
20H08,2001-04-27,0.6
20H08,2002-01-28,9.2
20H08,2002-02-27,11.4
20H08,2002-03-27,14
20H08,2002-04-30,1.6
20H08,2003-01-29,6.1
20H08,2003-02-25,6
20H08,2003-03-27,5
20H08,2003-04-30,6.9
20H08,2004-01-27,11.4
20H08,2004-02-26,15
20H08,2004-03-29,10.2
20H08,2004-04-28,0
20H08,2005-01-28,7
20H08,2005-02-24,8.8
20H08,2005-03-30,10.7
20H08,2006-01-26,6.6
20H08,2006-02-27,8.9
20H08,2006-03-29,15.2
20H08,2006-04-28,14.8
20H08,2007-01-31,4.4
20H08,2007-02-26,7.6
20H08,2007-03-27,6
20H08,2007-04-26,0
20H08,2008-01-28,8.7
20H08,2008-02-27,13.8
20H08,2008-03-31,13.6
20H08,2008-04-28,5.9
20H08,2009-01-30,7.4
20H08,2009-02-26,10.4
20H08,2009-03-30,10.4
20H08,2009-04-30,4.2
20H08,2010-01-28,8.2
20H08,2010-03-01,10.2
20H08,2010-03-31,13.1
20H08,2010-04-29,11
20H08,2011-01-28,8.2
20H08,2011-02-28,12.7
20H08,2011-03-31,19.8
20H08,2011-04-28,16.1
20H08,2012-01-30,2.4
20H08,2012-02-27,2.6
20H08,2012-04-02,6.2
20H08,2012-04-27,1.8
20H08,2013-01-29,7.4
20H08,2013-01-29,7.4
20H08,2013-02-28,9.2
20H08,2013-04-02,3.7
20H08,2013-04-29,0
20H08,2014-01-30,0.1
20H08,2014-03-03,1.2
20H08,2014-03-26,0.6
20H08,2014-05-02,0
20H12S,1981-01-01,6.7
20H12S,1981-02-01,13.3
20H12S,1981-03-01,17
20H12S,1981-04-01,23.7
20H12S,1981-05-01,8.7
20H12S,1981-06-01,0.7
20H12S,1982-01-01,17.5
20H12S,1982-02-01,23.6
20H12S,1982-03-01,26.9
20H12S,1982-04-01,33.7
20H12S,1982-05-01,30.4
20H12S,1982-06-01,5.5
20H12S,1983-01-01,16.1
20H12S,1983-02-01,21.3
20H12S,1983-03-01,30.9
20H12S,1983-04-01,43.9
20H12S,1983-05-01,45.4
20H12S,1983-06-01,25.7
20H12S,1984-01-01,25.1
20H12S,1984-02-01,25.3
20H12S,1984-03-01,31.6
20H12S,1984-04-01,36.3
20H12S,1984-05-01,37.4
20H12S,1984-06-01,13.8
20H12S,1985-01-01,18.8
20H12S,1985-02-01,20
20H12S,1985-03-01,25.3
20H12S,1985-04-01,29.9
20H12S,1985-05-01,17.5
20H12S,1985-06-01,1.1
20H12S,1986-01-01,9.8
20H12S,1986-02-01,12.8
20H12S,1986-03-01,27.6
20H12S,1986-04-01,28.6
20H12S,1986-05-01,20.1
20H12S,1986-06-01,0
20H12S,1987-01-01,6.3
20H12S,1987-02-01,10.6
20H12S,1987-03-01,16.1
20H12S,1987-04-01,22.1
20H12S,1987-05-01,8.2
20H12S,1987-06-01,0
20H12S,1988-01-01,7
20H12S,1988-02-01,15
20H12S,1988-03-01,15.7
20H12S,1988-04-01,15.7
20H12S,1988-05-01,12.4
20H12S,1988-06-01,0
20H12S,1989-01-01,17.3
20H12S,1989-02-01,25.1
20H12S,1989-03-01,28.9
20H12S,1989-04-01,40.4
20H12S,1989-05-01,29.6
20H12S,1989-06-01,7.3
20H12S,1990-01-01,4.9
20H12S,1990-02-01,12.6
20H12S,1990-03-01,16.3
20H12S,1990-04-01,15.5
20H12S,1990-05-01,0.8
20H12S,1990-06-01,0
20H12S,1991-01-01,4.4
20H12S,1991-02-01,8.6
20H12S,1991-03-01,9.8
20H12S,1991-04-01,20.7
20H12S,1991-05-01,21.9
20H12S,1991-06-01,14.2
20H12S,1992-01-01,7.5
20H12S,1992-02-01,8.4
20H12S,1992-03-01,11.4
20H12S,1992-04-01,10.7
20H12S,1992-05-01,0
20H12S,1992-06-01,0
20H12S,1993-01-01,14.9
20H12S,1993-02-01,25.1
20H12S,1993-03-01,32.6
20H12S,1993-04-01,34.5
20H12S,1993-05-01,34
20H12S,1993-06-01,7.9
20H12S,1994-01-01,5.5
20H12S,1994-02-01,8.4
20H12S,1994-03-01,15.2
20H12S,1994-04-01,14.5
20H12S,1994-05-01,7.2
20H12S,1994-06-01,0
20H12S,1995-01-01,16.4
20H12S,1995-02-01,26.4
20H12S,1995-03-01,25.3
20H12S,1995-04-01,31.5
20H12S,1995-05-01,28.7
20H12S,1995-06-01,14.1
20H12S,1996-01-01,8.2
20H12S,1996-02-01,19.5
20H12S,1996-03-01,24.1
20H12S,1996-04-01,28.8
20H12S,1996-05-01,29
20H12S,1996-06-01,12
20H12S,1997-01-01,25.5
20H12S,1997-02-01,29
20H12S,1997-03-01,32.5
20H12S,1997-04-01,33.2
20H12S,1997-05-01,30
20H12S,1997-06-01,0
20H12S,1998-01-01,8.9
20H12S,1998-02-01,23.8
20H12S,1998-03-01,35.8
20H12S,1998-04-01,40.3
20H12S,1998-05-01,38.3
20H12S,1998-06-01,33.6
20H12S,1999-01-01,13.6
20H12S,1999-02-01,23.2
20H12S,1999-03-01,35.4
20H12S,1999-04-01,40.7
20H12S,1999-05-01,38
20H12S,1999-06-01,15
20H12S,2000-01-01,2.9
20H12S,2000-02-01,17.5
20H12S,2000-03-01,26.6
20H12S,2000-04-01,28.3
20H12S,2000-05-01,19
20H12S,2000-06-01,0
20H12S,2001-01-01,9.2
20H12S,2001-02-01,11.8
20H12S,2001-03-01,16.3
20H12S,2001-04-01,14.8
20H12S,2001-05-01,15.4
20H12S,2001-06-01,0
20H12S,2002-01-01,19.4
20H12S,2002-02-01,23.2
20H12S,2002-03-01,29.5
20H12S,2002-04-01,32.2
20H12S,2002-05-01,26.9
20H12S,2002-06-01,1.6
20H12S,2003-01-01,9.3
20H12S,2003-02-01,11.9
20H12S,2003-03-01,16.5
20H12S,2003-04-01,21.3
20H12S,2003-05-01,29.6
20H12S,2003-06-01,11.8
20H12S,2004-01-01,16.7
20H12S,2004-02-01,23.1
20H12S,2004-03-01,31.9
20H12S,2004-04-01,28.9
20H12S,2004-05-01,23.5
20H12S,2004-06-01,1.5
20H12S,2005-01-01,13.6
20H12S,2005-02-01,18.7
20H12S,2005-03-01,22.5
20H12S,2005-04-01,27.1
20H12S,2005-05-01,29.4
20H12S,2005-06-01,11.3
20H12S,2006-01-01,17.9
20H12S,2006-02-01,27.7
20H12S,2006-03-01,34.1
20H12S,2006-04-01,41.5
20H12S,2006-05-01,44.5
20H12S,2006-06-01,18.3
20H12S,2007-01-01,9.3
20H12S,2007-02-01,11.5
20H12S,2007-03-01,20.2
20H12S,2007-04-01,19.4
20H12S,2007-05-01,14.3
20H12S,2007-06-01,0
20H12S,2008-01-01,6.3
20H12S,2008-02-01,15
20H12S,2008-03-01,20.7
20H12S,2008-04-01,27.6
20H12S,2008-05-01,25.7
20H12S,2008-06-01,7.4
20H12S,2009-01-01,8.9
20H12S,2009-02-01,12
20H12S,2009-03-01,18
20H12S,2009-04-01,25.8
20H12S,2009-05-01,25.1
20H12S,2009-06-01,0
20H12S,2010-01-01,7.9
20H12S,2010-02-01,14.3
20H12S,2010-03-01,18.6
20H12S,2010-04-01,24.7
20H12S,2010-05-01,26.7
20H12S,2010-06-01,21.5
20H12S,2011-01-01,20.5
20H12S,2011-02-01,21.5
20H12S,2011-03-01,26.5
20H12S,2011-04-01,43.1
20H12S,2011-05-01,49.5
20H12S,2011-06-01,43.3
20H12S,2012-01-01,4.4
20H12S,2012-02-01,7.3
20H12S,2012-03-01,11.3
20H12S,2012-04-01,16.9
20H12S,2012-05-01,17.2
20H12S,2012-06-01,0
20H12S,2013-01-01,13.3
20H12S,2013-02-01,17.5
20H12S,2013-03-01,19.5
20H12S,2013-04-01,20.1
20H12S,2013-05-01,16.3
20H12S,2013-06-01,0
20H12S,2014-01-01,3.2
20H12S,2014-02-01,4.8
20H12S,2014-03-01,11.6
20H12S,2014-04-01,15.3
20H12S,2014-05-01,14.9
20H12S,2014-06-01,0
20H13S,1985-01-01,9.1
20H13S,1985-02-01,10.1
20H13S,1985-03-01,14.9
20H13S,1985-04-01,18.8
20H13S,1985-05-01,1
20H13S,1985-06-01,0
20H13S,1986-01-01,6.3
20H13S,1986-02-01,8.6
20H13S,1986-03-01,15.5
20H13S,1986-04-01,14.7
20H13S,1986-05-01,4.4
20H13S,1986-06-01,0
20H13S,1987-01-01,2.3
20H13S,1987-02-01,5.1
20H13S,1987-03-01,8
20H13S,1987-04-01,11.2
20H13S,1987-05-01,0
20H13S,1987-06-01,0
20H13S,1988-01-01,1.9
20H13S,1988-02-01,7.5
20H13S,1988-03-01,7.8
20H13S,1988-04-01,5.6
20H13S,1988-05-01,0
20H13S,1988-06-01,0
20H13S,1989-01-01,9.1
20H13S,1989-02-01,14.6
20H13S,1989-03-01,16.6
20H13S,1989-04-01,17.5
20H13S,1989-05-01,0.7
20H13S,1989-06-01,0
20H13S,1990-01-01,2.5
20H13S,1990-02-01,4.8
20H13S,1990-03-01,8.2
20H13S,1990-04-01,7.6
20H13S,1990-05-01,0
20H13S,1990-06-01,2.3
20H13S,1991-01-01,2.4
20H13S,1991-02-01,3.9
20H13S,1991-03-01,2.4
20H13S,1991-04-01,5.6
20H13S,1991-05-01,2
20H13S,1991-06-01,0.2
20H13S,1992-01-01,3.3
20H13S,1992-02-01,3.9
20H13S,1992-03-01,5.4
20H13S,1992-04-01,0.3
20H13S,1992-05-01,0
20H13S,1992-06-01,0.2
20H13S,1993-01-01,9.5
20H13S,1993-02-01,17.2
20H13S,1993-03-01,21.1
20H13S,1993-04-01,16.7
20H13S,1993-05-01,9.9
20H13S,1993-06-01,0
20H13S,1994-01-01,4.6
20H13S,1994-02-01,6
20H13S,1994-03-01,10.4
20H13S,1994-04-01,8.6
20H13S,1994-05-01,0.6
20H13S,1994-06-01,0
20H13S,1995-01-01,12
20H13S,1995-02-01,17.2
20H13S,1995-03-01,17.7
20H13S,1995-04-01,22.9
20H13S,1995-05-01,18.5
20H13S,1995-06-01,0
20H13S,1996-01-01,2.4
20H13S,1996-02-01,10.3
20H13S,1996-03-01,13.8
20H13S,1996-04-01,15
20H13S,1996-05-01,5.3
20H13S,1996-06-01,0
20H13S,1997-01-01,7.7
20H13S,1997-02-01,10.1
20H13S,1997-03-01,9.8
20H13S,1997-04-01,8.5
20H13S,1997-05-01,0
20H13S,1997-06-01,0
20H13S,1998-01-01,4.1
20H13S,1998-02-01,13.9
20H13S,1998-03-01,20
20H13S,1998-04-01,20.7
20H13S,1998-05-01,15.5
20H13S,1998-06-01,0.3
20H13S,1999-01-01,7.8
20H13S,1999-02-01,10.2
20H13S,1999-03-01,17.6
20H13S,1999-04-01,20.1
20H13S,1999-05-01,9.9
20H13S,1999-06-01,0
20H13S,2000-01-01,3.7
20H13S,2000-02-01,8.9
20H13S,2000-03-01,12.8
20H13S,2000-04-01,11.6
20H13S,2000-05-01,0
20H13S,2000-06-01,0
20H13S,2001-01-01,4
20H13S,2001-02-01,6.4
20H13S,2001-03-01,9.5
20H13S,2001-04-01,4
20H13S,2001-05-01,0
20H13S,2001-06-01,0
20H13S,2002-01-01,7.6
20H13S,2002-02-01,8.9
20H13S,2002-03-01,8.8
20H13S,2002-04-01,11.6
20H13S,2002-05-01,1.1
20H13S,2002-06-01,0
20H13S,2003-01-01,8.2
20H13S,2003-02-01,6
20H13S,2003-03-01,6.9
20H13S,2003-04-01,3.2
20H13S,2003-05-01,6.4
20H13S,2003-06-01,0
20H13S,2004-01-01,9.9
20H13S,2004-02-01,12.7
20H13S,2004-03-01,17
20H13S,2004-04-01,8.9
20H13S,2004-05-01,0
20H13S,2004-06-01,0
20H13S,2005-01-01,4.4
20H13S,2005-02-01,7.9
20H13S,2005-03-01,8.3
20H13S,2005-04-01,10.6
20H13S,2005-05-01,1.6
20H13S,2005-06-01,0
20H13S,2006-01-01,1.3
20H13S,2006-02-01,7.4
20H13S,2006-03-01,10.4
20H13S,2006-04-01,14.6
20H13S,2006-05-01,10.4
20H13S,2006-06-01,0
20H13S,2007-01-01,3.3
20H13S,2007-02-01,4.9
20H13S,2007-03-01,9
20H13S,2007-04-01,4.6
20H13S,2007-05-01,0
20H13S,2007-06-01,0
20H13S,2008-01-01,4.4
20H13S,2008-02-01,10.8
20H13S,2008-03-01,13.2
20H13S,2008-04-01,13.2
20H13S,2008-05-01,1.9
20H13S,2008-06-01,0
20H13S,2009-01-01,6.1
20H13S,2009-02-01,8.4
20H13S,2009-03-01,11.3
20H13S,2009-04-01,11
20H13S,2009-05-01,1.7
20H13S,2009-06-01,0
20H13S,2010-01-01,6.8
20H13S,2010-02-01,10.4
20H13S,2010-03-01,11.6
20H13S,2010-04-01,13.3
20H13S,2010-05-01,9.7
20H13S,2010-06-01,0
20H13S,2011-01-01,8.8
20H13S,2011-02-01,9.3
20H13S,2011-03-01,13.2
20H13S,2011-04-01,18.7
20H13S,2011-05-01,15.2
20H13S,2011-06-01,0
20H13S,2012-01-01,1.5
20H13S,2012-02-01,3.7
20H13S,2012-03-01,5.2
20H13S,2012-04-01,6.8
20H13S,2012-05-01,0
20H13S,2012-06-01,0
20H13S,2013-01-01,5.9
20H13S,2013-02-01,7.5
20H13S,2013-03-01,8.1
20H13S,2013-04-01,1.3
20H13S,2013-05-01,0
20H13S,2013-06-01,0
20H13S,2014-01-01,0.5
20H13S,2014-02-01,0
20H13S,2014-03-01,0.6
20H13S,2014-04-01,3.6
20H13S,2014-05-01,0
20H13S,2014-06-01,0
20H14,1997-01-27,6.4
20H14,1997-03-24,7.4
20H14,1998-01-26,9.7
20H14,1998-03-25,10.4
20H14,1999-01-25,8.8
20H14,1999-03-29,12.2
20H14,2000-01-24,5.3
20H14,2000-03-27,11
20H14,2001-01-26,4.7
20H14,2001-03-26,3
20H14,2002-01-28,8.4
20H14,2002-03-25,13.5
20H14,2003-01-28,3.4
20H14,2003-03-24,5.7
20H14,2004-01-26,8.9
20H14,2004-03-29,3.7
20H14,2005-01-26,3.4
20H14,2005-03-30,5.7
20H14,2006-01-25,4.7
20H14,2006-03-30,11
20H14,2007-01-30,3.2
20H14,2007-03-28,1.2
20H14,2008-01-30,9
20H14,2008-04-01,11.3
20H14,2009-02-02,5.8
20H14,2009-03-27,9.7
20H14,2010-02-01,6.2
20H14,2010-04-02,7.5
20H14,2011-02-01,4.8
20H14,2011-03-29,13.1
20H14,2012-01-31,1
20H14,2012-03-29,2.2
20H14,2013-01-30,8
20H14,2013-01-30,8
20H14,2013-03-29,4.3
20H14,2014-01-29,0
20H14,2014-03-31,2.5
20K01,1922-04-16,68.7
20K01,1923-03-24,43
20K01,1924-03-31,20.2
20K01,1925-03-26,36.2
20K01,1926-03-30,31.6
20K01,1927-03-24,65.1
20K01,1929-03-31,27.9
20K01,1930-03-30,35.7
20K01,1931-03-30,25.6
20K01,1932-04-01,48.3
20K01,1933-04-01,37
20K01,1934-04-01,21.8
20K01,1935-04-01,42.5
20K01,1936-04-01,54.7
20K01,1937-02-28,46.6
20K01,1937-04-02,48.9
20K01,1938-02-27,55.6
20K01,1938-04-02,67.1
20K01,1939-03-28,29.6
20K01,1940-04-04,54
20K01,1941-04-08,57
20K01,1942-03-28,55.9
20K01,1943-03-27,50.5
20K01,1944-03-30,32.7
20K01,1945-03-24,36.4
20K01,1946-04-01,46.1
20K01,1947-03-31,34.4
20K01,1948-04-03,29.3
20K01,1949-04-02,43.5
20K01,1950-03-30,42
20K01,1951-03-28,31.7
20K01,1952-04-14,86.8
20K01,1953-04-02,38.5
20K01,1954-04-01,43.5
20K01,1955-03-31,35.4
20K01,1956-03-26,64.2
20K01,1957-04-01,43.5
20K01,1958-04-22,70.1
20K01,1959-03-31,26.2
20K01,1960-03-28,33.6
20K01,1961-03-30,30.8
20K01,1962-03-30,54.9
20K01,1963-04-04,20.5
20K01,1964-03-27,33.4
20K01,1965-03-28,62.4
20K01,1966-03-29,40.1
20K01,1967-03-25,59.3
20K01,1968-03-27,37.6
20K01,1969-03-27,81.1
20K01,1970-03-26,42.3
20K01,1972-03-31,36.7
20K01,1973-03-29,45.1
20K01,1974-03-21,48.5
20K01,1975-03-31,55.2
20K01,1976-03-25,22.4
20K01,1977-03-29,13.2
20K01,1978-03-24,38.2
20K01,1979-03-30,32.5
20K01,1980-03-27,55
20K01,1981-03-30,25.4
20K01,1982-04-08,69.2
20K01,1983-03-30,80.6
20K01,1984-03-28,51
20K01,1985-03-29,41
20K01,1986-03-25,58.7
20K01,1987-03-26,26.4
20K01,1988-03-29,21
20K01,1989-01-03,22.3
20K01,1989-01-25,25.6
20K01,1989-02-27,31.7
20K01,1989-03-27,48.8
20K01,1989-04-28,41.8
20K01,1990-03-29,27
20K01,1990-04-26,20.7
20K01,1991-01-03,3.7
20K01,1991-01-29,3.7
20K01,1991-03-06,16.4
20K01,1991-03-29,28.2
20K01,1991-04-29,26.1
20K01,1992-01-29,10.7
20K01,1992-02-27,21.2
20K01,1992-03-26,23.3
20K01,1992-04-28,14.4
20K01,1993-01-25,43.7
20K01,1993-03-01,53.7
20K01,1993-03-29,65.4
20K01,1993-04-28,65
20K01,1994-01-28,13
20K01,1994-02-24,23.4
20K01,1994-03-30,24.4
20K01,1994-04-27,19.5
20K01,1995-02-01,49.2
20K01,1995-02-23,51.8
20K01,1995-04-03,74.4
20K01,1995-04-26,80.7
20K01,1995-12-30,21.4
20K01,1996-01-03,6.6
20K01,1996-01-29,21.9
20K01,1996-03-01,36.4
20K01,1996-03-29,43.4
20K01,1996-04-30,47
20K01,1997-01-29,44.8
20K01,1997-02-26,44.5
20K01,1997-03-25,48.2
20K01,1997-04-29,38.9
20K01,1998-01-28,25.6
20K01,1998-02-28,53
20K01,1998-03-30,50.3
20K01,1999-01-28,33.6
20K01,1999-03-29,59.6
20K01,2000-01-28,19.2
20K01,2000-04-03,44.4
20K01,2001-01-31,11.3
20K01,2001-03-27,23.2
20K01,2002-02-27,33.5
20K01,2002-03-28,44.2
20K01,2003-01-30,27.6
20K01,2003-02-28,29.2
20K01,2003-03-28,34.5
20K01,2004-01-30,31
20K01,2005-01-27,31.1
20K01,2005-02-24,36.7
20K01,2005-03-31,48.1
20K01,2005-04-25,46.9
20K01,2006-02-03,29
20K01,2006-02-24,29.7
20K01,2006-03-30,47.4
20K01,2007-01-31,10.4
20K01,2007-03-02,29
20K01,2007-03-30,22.4
20K01,2008-02-26,37.7
20K01,2008-03-27,34.5
20K01,2008-04-30,30.7
20K01,2009-01-27,13.7
20K01,2009-02-27,25.3
20K01,2009-03-27,35.5
20K01,2009-04-02,30.6
20K01,2010-01-28,23.2
20K01,2010-02-25,26.3
20K01,2010-03-26,28.7
20K01,2010-04-26,39.1
20K01,2011-01-26,30.9
20K01,2011-02-22,38.1
20K01,2011-03-31,71.7
20K01,2011-04-26,69
20K01,2012-01-31,7
20K01,2012-03-02,12.8
20K01,2012-04-02,29.7
20K01,2012-04-30,27
20K01,2013-02-01,25.8
20K01,2013-02-28,26.9
20K01,2013-03-26,29.3
20K01,2014-02-24,9.5
20K01,2014-04-03,16
20K01,2014-04-30,15
20K02,1925-03-26,21.6
20K02,1926-03-30,17.4
20K02,1927-03-28,39.1
20K02,1927-05-01,15.6
20K02,1928-03-30,15.6
20K02,1929-03-31,17.8
20K02,1930-03-30,21.8
20K02,1931-03-29,15.9
20K02,1932-04-01,33.9
20K02,1933-03-31,27.6
20K02,1934-03-31,7.4
20K02,1935-03-31,31
20K02,1936-03-31,34.1
20K02,1937-02-27,33.4
20K02,1937-03-31,34.1
20K02,1938-02-26,42.4
20K02,1938-04-01,59.2
20K02,1939-03-28,23.9
20K02,1940-04-04,42.3
20K02,1941-04-08,38.9
20K02,1942-03-28,31
20K02,1943-03-27,41
20K02,1944-03-30,27.8
20K02,1945-03-24,29.8
20K02,1946-04-01,38.9
20K02,1947-03-31,25.3
20K02,1948-04-03,20
20K02,1949-04-02,35.9
20K02,1950-03-30,38.4
20K02,1951-03-28,22.1
20K02,1952-04-14,68.1
20K02,1953-04-02,33.1
20K02,1954-04-01,25.6
20K02,1955-03-31,23.7
20K02,1956-03-26,46
20K02,1957-04-01,33.3
20K02,1958-04-22,48.9
20K02,1959-03-31,18.7
20K02,1960-03-28,22.7
20K02,1961-03-30,18.7
20K02,1962-03-30,39.8
20K02,1963-04-04,12.2
20K02,1964-03-27,23.7
20K02,1965-03-28,37.3
20K02,1966-03-29,27.7
20K02,1967-03-25,41.4
20K02,1968-03-27,25.4
20K02,1969-03-27,54.4
20K02,1970-03-26,24.8
20K02,1972-03-31,24.6
20K02,1973-03-29,35.1
20K02,1974-03-21,32
20K02,1975-03-31,41.2
20K02,1976-03-25,15.3
20K02,1977-03-29,10
20K02,1978-03-24,42.6
20K02,1979-03-30,25.8
20K02,1980-03-25,42
20K02,1981-03-30,20
20K02,1982-04-08,49.3
20K02,1983-03-31,63.8
20K02,1984-03-28,34.6
20K02,1985-03-29,34
20K02,1986-03-25,43.6
20K02,1987-03-26,20.8
20K02,1988-03-29,11
20K02,1989-01-03,17.8
20K02,1989-01-25,20.7
20K02,1989-02-27,24.8
20K02,1989-03-27,34.4
20K02,1989-04-28,21.5
20K02,1990-03-29,19.3
20K02,1990-04-26,7.2
20K02,1991-01-03,3.8
20K02,1991-01-29,3.2
20K02,1991-03-06,12.1
20K02,1991-03-29,21.6
20K02,1991-04-25,17.3
20K02,1992-01-29,8.9
20K02,1992-02-27,17.7
20K02,1992-03-26,16.4
20K02,1992-04-28,3.9
20K02,1992-12-23,5.7
20K02,1993-01-25,36.8
20K02,1993-03-01,45.8
20K02,1993-03-30,51
20K02,1993-04-28,46.6
20K02,1994-01-28,12
20K02,1994-02-24,21.1
20K02,1994-03-30,19.1
20K02,1994-04-27,8.1
20K02,1995-02-01,40.5
20K02,1995-02-23,39.6
20K02,1995-04-03,57.2
20K02,1995-04-26,59.4
20K02,1995-12-30,17.9
20K02,1996-01-03,4.2
20K02,1996-02-01,20.2
20K02,1996-03-01,30.1
20K02,1996-03-29,36.4
20K02,1996-04-30,32.2
20K02,1997-01-29,35.1
20K02,1997-02-26,36.6
20K02,1997-03-25,35.8
20K02,1997-04-29,19.1
20K02,1998-01-28,20.6
20K02,1998-03-30,40.2
20K02,1999-01-28,25
20K02,1999-03-29,45.7
20K02,2000-01-28,17.6
20K02,2000-04-03,35.2
20K02,2001-01-31,11.6
20K02,2001-03-27,20.7
20K02,2002-02-27,28.8
20K02,2002-03-28,35.9
20K02,2003-01-29,22.3
20K02,2003-02-27,28.4
20K02,2003-03-31,25.4
20K02,2004-01-30,25.3
20K02,2005-01-27,28
20K02,2005-02-24,31.9
20K02,2005-03-31,37.1
20K02,2005-04-26,37.9
20K02,2006-01-31,18.1
20K02,2006-02-24,19.9
20K02,2006-03-30,33.9
20K02,2007-01-31,8.4
20K02,2007-03-03,22
20K02,2007-03-30,18.4
20K02,2008-02-26,35
20K02,2008-03-27,30.6
20K02,2008-04-30,20.8
20K02,2009-01-27,12.9
20K02,2009-02-27,23.7
20K02,2009-03-27,32.1
20K02,2009-04-29,21.2
20K02,2010-01-28,20.6
20K02,2010-02-25,23.8
20K02,2010-03-26,31.7
20K02,2010-04-26,32.4
20K02,2011-01-26,29
20K02,2011-02-22,34.3
20K02,2011-04-01,61.4
20K02,2011-04-26,59.2
20K02,2012-01-31,6.2
20K02,2012-03-02,13.4
20K02,2012-04-02,24.2
20K02,2012-04-30,19.1
20K02,2013-02-01,20.1
20K02,2013-02-28,19
20K02,2013-03-26,19.1
20K02,2014-02-24,7
20K02,2014-04-03,11
20K03S,1981-01-01,3.1
20K03S,1981-02-01,6.5
20K03S,1981-03-01,7.4
20K03S,1981-04-01,6.5
20K03S,1981-05-01,0
20K03S,1981-06-01,0
20K03S,1982-01-01,3.4
20K03S,1982-02-01,9.1
20K03S,1982-03-01,8.5
20K03S,1982-04-01,19
20K03S,1982-05-01,8.8
20K03S,1982-06-01,0
20K03S,1983-01-01,10.9
20K03S,1983-02-01,15.4
20K03S,1983-03-01,21.4
20K03S,1983-04-01,25.7
20K03S,1983-05-01,19.4
20K03S,1983-06-01,0
20K03S,1984-01-01,7.8
20K03S,1984-02-01,10.6
20K03S,1984-03-01,14
20K03S,1984-04-01,13
20K03S,1984-05-01,0
20K03S,1984-06-01,0
20K03S,1985-01-01,7.8
20K03S,1985-02-01,7.8
20K03S,1985-03-01,12.6
20K03S,1985-04-01,19.8
20K03S,1985-05-01,0
20K03S,1985-06-01,0
20K03S,1986-01-01,7.2
20K03S,1986-02-01,9.7
20K03S,1986-03-01,20.5
20K03S,1986-04-01,13.6
20K03S,1986-05-01,0
20K03S,1986-06-01,0
20K03S,1987-01-01,0
20K03S,1987-02-01,4.3
20K03S,1987-03-01,7.4
20K03S,1987-04-01,8
20K03S,1987-05-01,0
20K03S,1987-06-01,0
20K03S,1988-01-01,3.8
20K03S,1988-02-01,7.5
20K03S,1988-03-01,7.8
20K03S,1988-04-01,2.1
20K03S,1988-05-01,0.3
20K03S,1988-06-01,0
20K03S,1989-01-01,8.5
20K03S,1989-02-01,11.1
20K03S,1989-03-01,13.6
20K03S,1989-04-01,10.8
20K03S,1989-05-01,0
20K03S,1989-06-01,0
20K03S,1990-01-01,2.5
20K03S,1990-02-01,5.8
